ubuntu@client-measure-s921:~/memcache-perf-dynamic$ ./mcperf -s 10.156.0.3 -a 10.156.0.2 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (33563, 8802, 74514, 69529, 78328, 39904, 92882, 17893, 94843, 88470, 61392, 30903, 49502, 78936, 94747, 6283, 7344, 83874, 56990, 48867, 50630, 32338, 40447, 93307, 25674, 55727, 7244, 12375, 73850, 17481, 13816, 71436, 19817, 42177, 98676, 14510, 48160, 42787, 97236, 31788, 5154, 43497, 58100, 89333, 19416, 48931, 87912, 88077, 99391, 63721, 28604, 82585, 40919, 49285, 52499, 8921, 75435, 60392, 40070, 22129, 29196, 61758, 8969, 27745, 82204, 98530, 24750, 9147, 66009, 98096, 47506, 76892, 32557, 9766, 24889, 62318, 8267, 15119, 32641, 9097, 89271, 24745, 21608, 27582, 96801, 35432, 68405, 97525, 51190, 43053, 87788, 97338, 42089, 35519, 13280, 93669, 30779, 58892, 93460, 39917, 23876, 34459, 62328, 79775, 36967, 35860, 47459, 47372, 7168, 60235, 61690, 99993, 16486, 8813, 68971, 6959, 66927, 37043, 69768, 94229, 32698, 14982, 92233, 20951, 88825, 34015, 96997, 9083, 40643, 69687, 68566, 34684, 47990, 28305, 89174, 10556, 7082, 48166, 44299, 39675, 41711, 56364, 79981, 78634, 58309, 87196, 25110, 63786, 75790, 38740, 91055, 92008, 48478, 65934, 69897, 78223, 70860, 30164, 77911, 60847, 88832, 51963, 17998, 58077, 84235, 44660, 23715, 95652, 19191, 54488, 95559, 64480, 62177, 10891, 36552, 83748, 24208, 22660, 27431, 25274)
Average QPS expected = 51183
Timestamp start: 1622063513238
Timestamp end: 1622065313774

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      351.8   866.4    74.4   120.3   145.0   259.5   321.0   367.7   395.1   426.9   471.0   563.1  2385.3  9960.6 32433.7   8977.4     8969
read      360.6   668.7    68.9   105.3   120.3   271.2   385.6   438.8   470.6   511.0   579.8   738.4  1475.6  7142.5 31746.3  27686.6    27745
read      671.9  1545.5    68.9   146.3   188.3   365.6   451.2   534.6   613.5   716.0  1153.2  1861.0  6558.3 30052.0 37564.9  82213.5    82204
read      526.7  1152.2    68.9   144.6   185.6   367.0   435.4   491.4   549.4   628.5   726.8   943.0  4126.9 15088.8 35356.6  98424.0    98530
read      375.9   621.4    68.9   109.8   125.6   282.2   396.1   441.5   480.0   538.8   629.5   823.4  1587.6  7133.6 31261.2  24824.8    24750
read      362.6   757.7    74.4   123.2   147.9   274.9   349.9   388.2   416.9   455.3   513.4   622.2  2262.1  9440.3 32075.3   9168.1     9147
read      592.3  1406.6    68.9   118.8   141.6   317.0   403.9   473.2   542.6   653.1  1123.5  1857.9  5079.9 23743.7 36859.9  66048.9    66009
read      516.7  1164.1    63.8   140.2   178.1   360.1   428.2   481.5   536.6   607.8   696.5   858.5  4458.2 14611.8 34915.4  98214.9    98096
read      502.8  1147.2    63.8   109.1   125.7   298.8   391.9   457.0   520.7   622.2   966.6  1447.0  3730.6 13589.1 36124.5  47592.3    47506
read      684.5  1662.0    68.9   138.9   175.9   357.1   441.2   515.1   588.2   687.5   971.3  2074.9  7646.5 30576.2 37168.7  77056.4    76892
read      378.8   765.1    63.8   103.9   117.7   275.0   377.6   423.8   462.6   519.7   612.2   878.9  2381.0  6016.5 35635.7  32554.9    32557
read      368.7   784.7    68.9   117.8   142.2   301.3   364.9   398.7   426.0   463.3   518.8   619.5  1999.8  8553.5 32110.8   9745.5     9766
read      368.4   606.1    68.9   105.0   119.5   297.4   381.5   425.0   463.0   517.0   606.3   805.7  1597.9  5368.9 29821.9  24970.8    24889
