ubuntu@client-measure-s921:~/memcache-perf-dynamic$ ./mcperf -s 10.156.0.3 -a 10.156.0.2 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (60030, 29334, 6074, 19069, 95261, 92548, 88868, 8147, 86153, 72994, 69683, 92407, 13914, 97945, 77059, 80931, 91709, 50202, 68656, 34760, 78847, 21111, 27660, 77003, 95018, 86225, 35314, 85414, 84876, 81006, 6736, 20026, 30943, 69708, 45409, 75525, 49774, 92164, 98943, 33597, 8651, 90157, 9212, 32143, 83379, 91360, 78737, 64372, 44845, 94615, 70307, 38778, 71815, 25919, 88771, 80277, 24799, 72129, 65425, 72510, 19307, 6606, 28064, 34684, 48195, 69724, 22925, 14935, 61855, 15075, 47278, 44000, 57397, 47807, 6835, 67076, 75163, 46959, 6952, 37845, 67086, 51318, 15635, 45959, 14620, 88359, 83818, 52658, 12739, 26295, 27965, 73725, 15851, 73794, 33092, 70319, 55685, 58689, 13710, 88136, 42076, 9428, 49706, 83368, 8002, 26703, 53361, 53305, 68922, 35389, 23898, 31342, 27779, 88651, 56968, 59175, 12356, 43857, 26534, 62840, 39235, 60717, 80939, 24480, 34522, 78808, 24906, 64968, 90506, 73022, 70419, 20486, 70825, 6628, 11834, 19096, 70803, 18117, 57356, 21233, 88851, 85920, 43098, 93377, 71072, 71680, 31542, 59823, 66315, 24642, 92779, 80890, 53630, 10213, 41789, 31814, 77054, 89460, 68967, 34452, 31956, 89101, 20871, 75264, 27359, 57063, 39167, 44221, 65495, 12958, 5056, 9891, 33186, 49780, 95342, 32616, 49898, 87753, 75732, 20863)
Average QPS expected = 51727
Timestamp start: 1622051690479
Timestamp end: 1622053491057

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      507.2  1097.0    63.8   103.9   121.5   285.1   368.4   428.0   485.4   584.8   936.3  1668.6  3921.3 11392.0 32472.9  59986.2    60030
read      460.1  1008.7    63.8   100.9   114.9   270.6   366.6   437.3   506.1   626.6   826.5  1167.8  3216.6 11099.7 32323.9  29401.3    29334
read      338.0  1061.0    74.4   121.9   147.6   241.1   292.6   324.9   349.5   381.5   428.3   513.5  1931.3 14984.4 48393.0   6051.7     6074
read      333.5   551.4    63.8    99.9   114.8   253.2   333.6   389.5   435.8   504.4   599.6   742.0  1146.6  5490.2 30266.8  18991.8    19069
read      393.6   696.6    63.8   113.4   138.6   316.8   388.4   432.1   468.9   522.1   600.6   741.5  1741.5  8717.3 30977.9  95183.3    95261
read     1151.1 24715.2    63.8   132.0   169.9   366.2   432.6   478.4   524.5   594.7   688.8   816.5  1586.4 278847.7 1210421.1  92592.8    92548
read     1519.1 48481.1    63.8   237.6   286.1   416.7   466.0   510.4   585.1   686.0   769.1   859.3  1009.8 28021.7 3226775.8  88636.5    88868
read     1749.0 31543.4    68.9   112.1   132.6   251.5   305.1   342.3   373.6   419.5   483.8   605.6  3110.5 730172.8 817979.3   8264.0     8147
read      614.3  1274.9    63.8   140.5   184.1   351.2   434.4   513.5   589.9   689.0  1169.6  1747.9  5461.0 15138.9 34008.6  86154.0    86153
read      523.8   930.3    63.8   110.7   133.4   300.5   384.9   455.5   529.2   678.6  1285.5  1811.9  3300.3  9244.2 31980.2  73000.8    72994
read      474.2   711.5    63.8   108.2   128.8   289.1   374.3   439.3   503.3   636.3  1150.2  1708.0  2525.1  6351.7 28154.2  69548.1    69683
read      523.0  1143.5    59.1   127.1   164.8   346.5   415.8   468.6   523.6   601.0   702.7  1112.5  4867.8 12697.2 32340.5  92487.3    92407
read      331.7   797.1    63.8   100.5   115.9   248.7   315.3   359.0   394.7   442.7   512.5   633.2  1535.2  9285.2 31983.8  13851.8    13914
read      454.7   905.2    63.8   120.5   151.4   339.9   409.0   456.0   498.9   566.9   661.6   836.5  2729.0 12232.6 31843.2  97862.8    97945
read      605.9  1384.7    63.8   122.8   152.7   322.9   404.1   470.3   536.8   630.8   931.0  1965.8  5437.0 19076.4 35675.8  77068.3    77059
read      632.6  1430.6    63.8   132.5   167.8   333.1   414.5   487.2   557.1   654.0  1104.6  1977.9  6052.8 17052.5 36776.6  80856.1    80931
read      651.6  1516.3    63.8   170.8   221.2   370.7   448.9   520.0   590.0   671.6   812.7  1653.3  7603.7 20633.6 36657.3  91788.0    91709
read      440.3   736.2    63.8   102.0   118.0   276.0   361.4   422.7   484.2   600.7  1028.7  1464.6  2343.3  7110.4 30816.3  50243.2    50202
read      466.1   676.2    63.8   105.3   124.5   278.8   362.0   427.8   497.1   664.5  1226.7  1663.3  2406.9  6317.8 19952.4  68579.2    68656
read      437.6   826.6    63.8   102.3   118.3   284.1   374.6   455.9   539.9   735.4   954.0  1172.1  2107.2  7822.6 31871.6  34795.3    34760
read      594.7  1371.4    63.8   122.4   153.0   321.2   404.6   480.0   553.5   661.3  1155.3  1713.8  5100.5 17519.6 35193.3  78686.9    78847
read      354.1   616.4    63.8    96.9   110.2   255.1   340.7   401.8   456.2   536.5   647.8   806.4  1647.0  5560.8 28677.6  21155.1    21111
read      349.7   601.9    63.8    96.8   109.5   254.9   343.1   400.5   447.7   512.7   637.7   839.0  1520.7  7203.4 31090.4  27688.6    27660
read      576.4  1234.1    63.8   119.9   149.6   326.3   404.4   474.5   548.1   658.5  1093.8  1838.0  4567.9 14279.0 35850.0  76999.8    77003
read      555.4  1248.1    63.8   136.5   179.2   356.4   429.9   483.3   538.2   617.3   734.4  1414.8  5116.3 14125.2 34345.5  95000.4    95018
read      462.5   989.0    63.8   116.4   146.0   336.8   407.1   453.6   495.6   558.9   655.3   856.0  3037.2 12438.2 32397.9  86122.7    86225
read      469.7   743.4    63.8   108.2   127.7   295.3   392.7   495.7   683.2   923.1  1082.2  1254.7  1674.6  9028.4 30586.8  35362.4    35314
read      473.1   970.8    63.8   115.2   144.5   332.1   404.3   457.2   504.0   573.2   671.4  1007.1  3817.6 11997.4 31951.7  85408.2    85414
read      696.3  1811.6    63.8   152.3   197.9   352.2   430.0   500.9   568.1   643.3   769.4  1803.3  8489.0 30217.2 37573.0  84941.9    84876
read      679.3  1571.7    63.8   146.0   187.2   349.6   438.0   516.3   588.1   687.8  1278.3  1979.7  7307.7 25515.6 37206.2  81123.2    81006
read      337.6  1045.8    68.9   116.0   141.2   237.9   291.5   324.0   347.9   376.9   418.9   497.5  2659.1 11446.4 45708.9   6762.6     6736
