ubuntu@client-measure-4brn:~/memcache-perf-dynamic$ ./mcperf -s 10.156.15.231 -a 10.156.15.230 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (48062, 15472, 66738, 9015, 46761, 97827, 78388, 93237, 78827, 56131, 51936, 45094, 8629, 10073, 59188, 45544, 70109, 37633, 16658, 52048, 23330, 75902, 21482, 87126, 77182, 64867, 12279, 75260, 65924, 91370, 64515, 67444, 88040, 57140, 98571, 49407, 94723, 75084, 48581, 95456, 41678, 62559, 65060, 25369, 52206, 24658, 72359, 34445, 23944, 48343, 81504, 26134, 87404, 97316, 40636, 41594, 80911, 35186, 21270, 46094, 88504, 56303, 90015, 86570, 42676, 33031, 89508, 27973, 21047, 88662, 54014, 10487, 74425, 86447, 63109, 9480, 58453, 33382, 15766, 65390, 48929, 45973, 51126, 12158, 48455, 53683, 45257, 83521, 14670, 79692, 70408, 34139, 90749, 78039, 18338, 76364, 86516, 86777, 7205, 29022, 76070, 91596, 64739, 44391, 72399, 43377, 37209, 5987, 76358, 77738, 95049, 41857, 35980, 64838, 81690, 22891, 19850, 23658, 90906, 52744, 42298, 46712, 26377, 83500, 39645, 96794, 16848, 8241, 44488, 88745, 19058, 17673, 15170, 30099, 28486, 86469, 49789, 61094, 51004, 48085, 23424, 51481, 84055, 59590, 55196, 9597, 28273, 27798, 28865, 7929, 24384, 30475, 80948, 88869, 11307, 89536, 8640, 94675, 22176, 68688, 92209, 93689, 81855, 38963, 39165, 23014, 92021, 72336, 41247, 49114, 18564, 68159, 40291, 42868, 20373, 64358, 95326, 40472, 39909, 73439)
Average QPS expected = 52939
Timestamp start: 1621968344862
Timestamp end: 1621970145426

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      514.0  1029.0    63.8   102.0   120.3   298.3   400.2   476.3   548.8   701.4  1083.5  1573.2  4378.4  9837.9 32262.2  48404.7    48455
read      581.8  1218.2    59.1   105.3   128.7   325.2   420.1   493.5   573.0   750.1  1285.7  1741.8  4686.4 12751.5 35493.9  53718.2    53683
read      438.3   840.6    59.1   101.1   117.9   278.4   369.1   428.1   477.9   555.8   734.1  1186.9  4203.8  8043.7 31573.3  45287.9    45257
read      741.5  1789.4    63.8   185.5   244.6   403.5   482.1   544.6   617.3   711.9   856.7  1773.1  8569.0 30361.1 37588.0  83516.7    83521
read      320.0   547.6    63.8    96.9   112.1   237.3   314.0   366.4   410.6   468.8   550.9   678.9  1331.2  5558.6 30431.4  14687.0    14670
read      671.2  1498.5    59.1   137.5   187.9   389.0   470.2   535.9   601.3   702.1   882.7  1754.7  7790.1 19971.2 36357.2  79565.8    79692
read      652.3  1292.9    63.8   120.7   156.1   359.7   460.6   542.7   632.3   806.3  1405.1  1967.5  4961.2 13595.1 35486.8  70427.9    70408
read      420.9   789.8    63.8    98.7   114.1   272.2   366.0   434.8   496.4   598.4   816.4  1138.8  3493.9  8384.9 31889.9  34165.2    34139
read      644.4  1403.4    54.7   165.4   230.3   414.2   492.4   549.8   611.2   691.9   815.3  1161.5  7744.0 16365.4 36005.4  90717.7    90749
read      735.9  1488.1    63.8   163.3   222.7   427.6   531.4   608.7   681.9   814.9  1274.1  2053.1  6603.4 20359.7 36404.8  78048.0    78039
read      323.4   545.0    59.1    96.5   110.3   242.5   324.7   379.6   425.6   492.1   582.8   714.1  1125.3  5557.8 30848.7  18345.8    18338
read      664.8  1468.9    59.1   131.9   175.0   381.8   468.4   535.9   603.3   710.6   959.6  1865.2  6942.8 19931.4 36599.7  76329.4    76364
read      704.1  1727.4    63.8   173.1   231.3   394.0   472.1   537.9   600.3   678.6   793.4  1552.0  8495.0 29190.9 37843.6  86417.1    86516
read      692.3  1707.5    63.8   167.1   224.9   390.6   465.1   528.5   595.2   677.2   781.4  1343.9  8418.8 30126.7 37151.7  86697.3    86777
read      284.9   535.5    68.9   108.7   130.7   223.7   277.4   314.1   342.5   377.5   422.6   497.0  1357.7  7002.2 23489.2   7235.5     7205
read      379.3   723.6    63.8    97.2   111.0   254.3   347.8   412.6   469.3   555.7   705.9   931.9  2997.0  6311.1 31763.3  29003.5    29022
read      656.3  1437.0    59.1   129.7   171.3   374.9   464.6   540.0   613.4   726.8  1064.2  1961.6  5828.0 20157.7 36988.7  76113.3    76070
read      671.5  1462.6    63.8   197.2   261.7   416.8   493.9   561.7   633.3   721.8   844.2  1487.8  7771.3 18489.1 36871.8  91502.8    91596
read      611.6  1194.2    63.8   111.1   138.7   347.8   454.1   532.6   623.4   849.6  1434.5  1925.0  4262.3 12812.6 35643.9  64788.7    64739
read      460.5   894.8    63.8   100.8   118.1   283.2   376.6   442.0   502.5   615.9   928.4  1422.4  2904.2  7759.7 32152.2  44367.5    44391
read      674.7  1333.3    63.8   130.0   171.6   373.3   468.8   559.9   660.8   862.7  1514.1  2148.9  5249.6 18513.1 35487.4  72387.7    72399
read      464.6   803.0    59.1   100.8   118.2   287.0   383.5   451.2   516.2   649.5  1002.5  1462.3  2746.0  6815.1 31577.1  43373.4    43377
read      382.2   791.8    63.8    99.3   114.3   252.1   341.4   399.3   450.3   525.1   673.6   969.4  2503.0  8864.7 32088.0  37313.4    37209
read      336.2  1280.0    68.9   111.2   131.6   213.6   262.3   293.1   316.1   344.7   384.5   458.7  2312.8 25422.3 35132.4   5986.6     5987
read      634.1  1266.8    63.8   128.4   173.2   386.3   481.8   553.5   630.2   759.6  1171.1  1787.0  5120.1 14661.1 35534.3  76123.0    76358
read      678.0  1407.7    63.8   143.9   195.1   400.7   498.0   572.2   646.6   778.7  1176.9  1898.8  6319.5 20085.8 36261.3  77683.1    77738
read      528.4   971.3    59.1   135.6   183.3   393.1   464.9   516.3   565.9   645.4   764.4  1008.0  3575.3 11047.1 32111.1  95063.6    95049
read      398.4   747.4    63.8    98.8   113.9   263.0   353.4   410.5   459.6   530.8   685.8  1042.2  2549.4  7603.8 31255.6  41908.7    41857
read      365.5   603.5    63.8    99.1   113.7   257.1   343.8   401.0   449.9   522.7   669.0   937.3  2382.0  5412.7 30901.8  35956.8    35980
read      618.1  1120.8    63.8   113.3   142.6   356.0   457.8   539.8   643.7   908.6  1486.6  1992.3  4239.3 12391.2 32171.4  64776.9    64838
read      549.6  1145.8    59.1   120.4   158.3   376.5   463.9   523.6   575.7   645.7   760.5  1181.1  4594.2 12734.8 32396.9  81688.8    81690
read      340.7   563.3    59.1    99.3   114.0   252.1   334.8   394.2   445.6   516.7   627.3   791.6  1311.0  4829.9 30339.8  22947.3    22891
read      345.4   513.5    63.8    99.5   114.5   254.7   342.2   404.7   460.8   535.2   636.2   802.7  1329.3  6144.5 25038.7  19815.8    19850
read      350.9   555.8    63.8    98.6   113.4   258.1   348.7   413.9   469.0   547.0   662.6   857.5  1275.3  5833.7 28663.4  23603.0    23658
