Random waveform, supplied seed
Total number of intervals = 225 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676, 69604, 99682, 97693, 17381, 40069, 8841, 56576, 21599, 53003, 19831, 80340, 28765, 25572, 37071, 75819, 44359, 95960, 59630, 47930, 65545, 94038, 51806, 48712, 13115, 76569, 19372, 59331, 62597, 37702, 41975, 26100, 82500, 50756, 66696, 53364, 10413, 64876, 69079, 19447, 81182, 25265, 9699, 48659, 75126, 96559)
Average QPS expected = 50540
Timestamp start: 1622152774202
Timestamp end: 1622154574820

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      614.7   886.8    74.4   130.5   154.7   413.2   591.8   777.4   963.7  1154.4  1306.1  1479.4  2386.9 10921.3 32446.3  28713.4    28693
read      597.0   919.3    74.4   132.5   156.9   366.7   497.8   616.2   758.0  1096.2  1426.7  1762.1  2722.9  9363.8 31883.6  53202.5    53141
read      612.3   982.8    74.4   133.7   159.6   377.3   504.3   613.7   737.0  1047.1  1444.4  1842.0  2831.1 11947.9 32299.1  54463.2    54512
read     2573.4 37769.5    74.4   141.2   170.5   457.3   648.3   797.3   919.4  1210.3  1931.1  3430.7 14925.6 921068.6 1099378.8  14807.8    14835
read      836.1  1775.0   101.3   366.0   400.2   562.3   707.4   839.2   926.6  1035.8  1221.8  2149.7  3545.4 30272.4 89080.0  98373.5    98446
read      601.2  1255.4    74.4   136.6   164.7   424.3   533.7   614.6   712.8   892.5  1156.0  1481.7  2516.9 25387.2 36769.6  37951.4    38117
read      468.9   601.1    74.4   138.1   166.3   388.1   487.0   549.3   599.8   665.3   757.5   956.2  1845.7  7017.1 29219.6  78036.5    77994
read      615.1   920.7    74.4   131.2   155.2   407.0   573.6   728.6   940.8  1163.8  1319.1  1492.7  2381.8 10711.7 31732.3  30185.1    30209
read      808.7  1661.8    74.4   175.7   234.3   475.3   598.4   705.6   809.4   995.0  1500.6  1961.3  8384.0 28634.6 38948.2  68329.6    68315
read      486.5   527.2    74.4   152.4   191.9   427.2   522.8   579.9   626.0   687.7   784.6   961.0  1460.4  5568.3 27932.9  92009.6    91940
read      634.4   961.2    74.4   133.8   159.9   397.5   536.3   664.3   836.7  1194.2  1492.8  1832.9  2806.7  9783.7 31948.3  49233.9    49308
read      617.2   762.1    74.4   134.9   160.2   397.6   537.6   669.1   855.0  1211.8  1496.2  1830.5  2578.9  6300.0 29394.0  46906.0    46880
read      488.6   599.9    74.4   151.8   191.3   422.7   513.7   569.0   613.9   677.2   778.2   953.5  1615.6  7621.7 30378.4  92619.9    92540
read      709.8   998.4    74.4   148.1   180.6   438.7   590.0   744.7   984.9  1353.3  1681.7  2121.9  3166.5 10673.3 32181.8  49404.8    49396
read      556.7   632.0    74.4   179.8   237.1   482.4   572.0   625.1   675.7   759.3   884.5  1077.5  1805.5  8740.3 30187.5  97780.2    97841
read      609.2   926.5    74.4   129.2   152.0   395.9   549.6   701.6   901.8  1171.5  1360.6  1584.4  2466.9 10165.3 32473.4  35332.1    35404
read      475.3   659.8    74.4   140.8   170.9   394.1   487.0   544.1   590.6   655.6   750.7   945.7  1936.2  7532.3 30618.2  80435.4    80451
read      460.6   557.2    74.4   140.5   171.8   395.7   493.3   551.1   596.2   656.8   742.2   907.7  1467.0  6517.4 24667.5  87282.4    87228
read      507.4   794.4    74.4   133.2   160.0   383.8   485.1   550.1   604.5   676.3   785.1  1147.9  3073.0  7970.5 31261.2  75435.2    75554
read     1689.7 12980.2   101.3   379.1   415.3   582.8   863.6  1028.7  1411.3  2169.2  2765.1  3985.8 17718.4 68344.2 844294.1  58020.5    57964
read      511.6   484.8    74.4   170.0   225.8   455.2   528.4   587.2   648.6   734.1   832.9   947.8  1369.7  5861.3 19389.2  83538.5    83546
read      547.6  1015.7    74.4   132.6   158.7   388.1   496.1   568.9   629.2   716.1   880.4  1444.3  3003.2 12901.7 35457.1  55583.9    55468
read      591.8   671.6    74.4   131.1   154.8   405.9   557.8   702.2   914.2  1191.9  1370.0  1576.1  2005.0  6285.5 20473.2  34121.5    34203
read      636.4  1018.7    74.4   131.7   156.2   401.2   547.4   684.3   898.8  1228.3  1426.4  1674.6  3220.6 12524.8 32477.2  37616.2    37629
read      598.5   849.6    74.4   128.3   151.0   395.2   543.1   684.7   893.7  1177.2  1361.6  1570.9  2257.4  7665.1 35786.5  34494.4    34577
read      644.3  1096.3    74.4   130.7   155.8   391.5   526.4   642.1   784.5  1141.7  1476.2  1838.3  4295.4 11006.9 36752.6  47306.9    47426
read      701.1  1271.1    74.4   146.4   179.3   415.3   546.7   670.3   818.6  1208.0  1531.0  1914.2  5272.0 16793.0 37094.7  58844.1    58845
read      774.9  1449.8    74.4   165.9   216.4   454.6   582.3   701.6   829.0  1178.9  1619.2  2048.4  5523.9 24225.0 38086.2  67020.9    66993
read      415.1   610.1    74.4   131.9   159.2   354.3   428.2   472.7   511.8   563.3   634.0   750.8  1268.5  9197.5 24302.3  10947.0    10977
read      559.1   963.9    68.9   129.1   153.1   375.2   493.4   578.3   655.4   787.4  1165.9  1613.7  2700.8 11977.4 32257.6  51621.1    51529
read      661.1  1086.9    74.4   134.9   161.1   398.9   543.0   686.5   901.6  1256.1  1509.6  1832.5  3727.6 11799.7 35425.7  48369.8    48344
read      461.1  1165.2    80.4   158.8   197.4   353.4   412.4   451.4   478.5   513.0   562.7   650.3  2556.1 18165.8 39758.4   5996.5     5902
read      529.1   991.3    74.4   138.5   168.4   402.2   499.8   559.6   607.9   674.5   778.9  1021.5  3459.2 12122.6 32155.5  71506.2    71602
read      588.2   872.9    74.4   130.3   153.5   386.2   521.8   634.2   760.4  1067.8  1363.1  1648.3  2481.6  8485.7 32241.5  41816.9    41886
read      644.8   896.9    74.4   133.6   158.7   397.7   545.3   712.1   982.4  1298.9  1525.6  1811.1  2759.5  8126.4 31374.5  47440.9    47456
read      522.9   674.1    74.4   164.2   210.8   454.3   538.0   589.5   636.7   708.0   819.4  1004.1  1600.7  8672.8 30603.9  94056.5    93939
read      428.8   655.9    80.4   130.6   152.4   377.6   463.1   510.3   548.3   595.2   664.3   790.9  1257.7  7941.7 31140.4  16859.5    16890
read      598.3  1017.4    74.4   132.1   155.8   386.3   510.4   608.0   706.1   954.7  1359.6  1736.9  2729.4 13460.8 34291.8  45754.2    45689
read      603.1   907.3    74.4   131.1   154.3   397.8   548.8   682.4   870.6  1140.9  1338.9  1552.9  2430.3  8958.2 31837.2  32651.4    32790
read      625.0  1008.1    74.4   134.0   157.7   393.1   530.7   659.0   833.8  1190.4  1454.4  1751.8  2802.4 10243.5 32517.3  44051.4    44044
read      501.3   644.4    74.4   127.0   147.4   376.6   500.7   583.7   655.4   781.9  1007.1  1309.3  1844.2  6642.4 30187.2  28075.9    28149
read      584.4   807.2    74.4   127.9   149.5   374.1   519.4   663.6   880.1  1177.4  1378.3  1604.8  2215.2  7715.2 31404.3  39811.0    39739
read      813.8  1835.6    74.4   202.5   264.5   477.6   582.0   663.6   738.8   841.9  1037.3  1845.2  8579.0 30746.2 38542.2  72517.0    72475
read      462.6   463.5    74.4   149.3   185.1   406.3   500.1   556.4   602.6   662.4   744.9   903.1  1430.8  5301.6 15747.8  94002.5    93882
