Random waveform, supplied seed
Total number of intervals = 225 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676, 69604, 99682, 97693, 17381, 40069, 8841, 56576, 21599, 53003, 19831, 80340, 28765, 25572, 37071, 75819, 44359, 95960, 59630, 47930, 65545, 94038, 51806, 48712, 13115, 76569, 19372, 59331, 62597, 37702, 41975, 26100, 82500, 50756, 66696, 53364, 10413, 64876, 69079, 19447, 81182, 25265, 9699, 48659, 75126, 96559)
Average QPS expected = 50540
Timestamp start: 1622150603292
Timestamp end: 1622152403967

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      403.3   813.1    86.8   163.0   187.3   347.1   398.8   428.7   451.3   478.2   516.5   588.5  1601.0 10209.8 35162.8   4967.4     5031
read      538.2   879.2    68.9   139.9   166.6   398.3   507.7   576.8   634.2   716.5   857.4  1356.5  2839.1 10135.7 31795.9  54765.5    54838
read      520.7   878.6    68.9   142.4   173.1   407.0   499.0   554.5   604.0   675.5   787.9  1044.9  2556.1  9636.2 32174.6  74853.6    74868
read      530.5   789.3    74.4   129.5   151.1   372.6   496.7   580.1   649.9   788.9  1080.7  1408.1  2552.6  8686.6 31192.0  29912.6    30015
read      567.6   894.7    74.4   132.4   153.8   367.2   491.8   581.1   669.5   872.4  1275.0  1750.3  2770.7  8987.6 31709.4  40771.0    40743
read      484.4   615.4    74.4   130.0   151.4   367.1   492.5   569.6   634.8   748.4   951.8  1184.8  2025.8  6302.1 29017.7  23729.8    23648
read      643.9   849.9    80.4   301.2   363.6   514.4   591.9   677.3   771.8   875.7   966.1  1090.3  2208.5  9768.5 31969.1  97734.2    97712
read      577.6   944.5    74.4   138.4   163.7   379.1   488.2   564.9   638.5   772.4  1202.5  1839.1  3271.3  9885.7 31989.4  53590.2    53672
read      541.4   899.2    68.9   138.4   164.5   387.7   490.9   557.7   615.4   694.9   855.7  1531.0  3066.9 10084.2 32054.8  55278.4    55395
read      504.3   723.1    74.4   128.7   149.3   366.3   489.8   571.0   639.6   765.1  1010.1  1320.4  2135.0  7447.4 31704.7  29380.8    29425
read      432.3   566.1    74.4   135.6   157.8   371.6   463.2   515.8   557.6   612.6   691.7   856.9  1575.3  6112.6 27840.1  15160.2    15173
read      482.9   761.7    74.4   145.4   177.1   397.9   487.9   541.8   587.0   646.8   740.3   916.4  1992.2  9916.0 31699.8  82475.1    82475
read      453.8   477.9    74.4   149.5   183.3   400.1   489.4   542.5   587.2   644.9   733.0   884.7  1351.0  5305.2 18827.2  90668.4    90555
read      584.5  1011.6    74.4   131.2   153.6   363.3   474.9   560.1   645.1   863.5  1365.8  1846.1  3423.5 10000.2 32422.4  47869.5    47944
read      522.8   840.8    80.4   128.1   149.0   367.9   490.3   574.1   648.4   804.1  1048.5  1330.7  2311.6  8630.9 31342.5  28298.4    28313
read      547.5  1023.1    74.4   130.4   151.8   376.5   499.5   585.4   665.1   818.8  1069.8  1392.4  2852.0 10059.7 36336.6  28520.1    28504
read      493.9   774.0    80.4   132.1   154.3   379.3   492.7   563.9   623.4   716.2   877.5  1136.0  2082.1  8036.9 35277.7  22941.1    22886
read      549.5   720.9    74.4   131.1   152.1   375.1   501.0   597.1   695.2   913.0  1241.6  1595.3  2353.4  7393.9 30612.7  35746.0    35717
read      468.5   819.1    80.4   137.9   160.0   380.5   470.4   529.1   575.4   636.0   744.7   930.0  2040.6 11104.3 32425.6  14824.5    14828
